sq_mt_built_proc,sq_mt_built_present,sq_mt_useful_present,sq_mt_price,center_distance,bearing_sin,bearing_cos,latitude,longitude,has_balcony,has_ac,has_terrace,has_pool,is_exterior,is_renewal_needed,is_orientation_north,is_parking_included_in_price,is_orientation_stated,has_fitted_wardrobes,has_parking,is_orientation_west,has_central_heating,has_green_zones,is_accessible,is_new_development,is_orientation_east,is_orientation_south,has_lift,has_storage_room,has_garden,has_individual_heating,is_floor_under,energy_certificate_provided,energy_certificate,built_year,n_rooms,n_bathrooms,house_type_id
4.584967478670572,1,0,4105.12,2.970531165363064,0.8191185541345088,-0.5736242622767901,40.4013961,-3.6748832,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1990.0,3,2.0,
4.0943445622221,1,0,3273.56,4.8381241003810125,-0.0133189836103035,0.9999112984038075,40.4602706,-3.7043452,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,1,1.0,
3.295836866004329,1,0,5492.17,2.546294772414284,0.9951294087945168,0.0985771766296609,40.4189526,-3.6737251,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,1.0,
6.35088571671474,1,1,4275.46,38.5940602685916,-0.3651752446151843,-0.930938795367472,40.0931879,-3.8694095,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,6,2012.0,5,6.0,
5.53338948872752,1,1,6255.45,3.51540600178834,0.4539779084625753,0.8910129396523631,40.4448882,-3.6847127,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1970.0,4,4.0,
5.3612921657094255,1,0,3695.5,8.278385542125136,-0.1280889439175293,0.9917626845400528,40.4906361,-3.7161379,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0,5,3.0,
4.382026634673881,1,1,2275.63,6.011640348685282,-0.9130911679628364,-0.4077554646945436,40.3946832,-3.7682788,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,3,1.0,
4.442651256490317,1,1,3152.53,7.161642056031477,0.711950110989214,0.70223004739362,40.4618893,-3.6433517,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1.0,
5.793013608384144,1,1,6564.27,2.041707992687041,0.3850851088131572,0.9228810643687294,40.4336632,-3.6942857,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1970.0,5,4.0,
4.0943445622221,1,1,4105.12,2.970531165363064,0.8191185541345088,-0.5736242622767901,40.4013961,-3.6748832,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.0,2,1.0,
4.394449154672439,1,0,4235.69,7.230113126971384,0.4099893540977434,0.9120903077692006,40.4760473,-3.6685122,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2010.0,2,1.0,
4.553876891600541,1,1,2443.62,2.686839229246797,-0.9524516215434355,-0.3046898564430398,40.4093544,-3.7337422,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1970.0,2,1.0,
4.770684624465665,1,1,2284.48,3.077249515538305,-0.0601727611929589,-0.9981879776927868,40.3890429,-3.7057718,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.0,4,2.0,
4.30406509320417,1,0,3500.0,7.187163329433392,0.0816849091367338,0.9966582040094404,40.4812105,-3.6966318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,2,1.0,
4.969813299576001,1,0,4105.12,2.970531165363064,0.8191185541345088,-0.5736242622767901,40.4013961,-3.6748832,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,3,2.0,
5.472270673671475,1,0,4098.7,5.507884287018929,0.7267660192968873,0.6868851091669963,40.4506953,-3.6563079,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,4,2.0,
4.7535901911063645,1,1,4807.69,1.888310098675976,-0.564211806172202,0.8256300853141808,40.4307266,-3.7161715,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1950.0,3,2.0,
4.890349128221754,1,1,4256.38,10.579959692900344,0.2725782501393033,0.9621336173063466,40.5083428,-3.6694346,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,2010.0,2,2.0,
3.9889840465642745,1,1,1980.04,4.985926305619246,-0.6144960009063979,-0.788919935652563,40.3813279,-3.7397504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,1.0,
4.948759890378168,1,1,3152.53,7.161642056031477,0.711950110989214,0.70223004739362,40.4618893,-3.6433517,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.0,4,2.0,
4.394449154672439,1,1,4247.49,3.339940135100474,-0.0096600215457768,0.999953340903332,40.4467812,-3.7039643,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1990.0,1,2.0,
5.529429087511423,1,0,6029.36,0.7614386535212357,0.4728465788101245,0.8811447740908191,40.4227415,-3.6993271,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1950.0,2,3.0,
4.787491742782046,1,1,3810.08,3.578890992201314,-0.5398912185256344,0.8417347991849367,40.4438005,-3.7264206,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0.0,3,2.0,
4.2626798770413155,1,0,4693.52,0.9566274554836592,-0.987088655443516,-0.1601748616191441,40.4153295,-3.7147092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1.0,
5.231108616854587,1,1,3972.6,2.492945899862172,0.4598307537440647,-0.8880065753760865,40.3967843,-3.6900384,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1950.0,5,2.0,
3.970291913552122,1,1,2190.48,5.287372120542565,-0.8586446792817073,-0.5125712777177571,40.392356,-3.7571096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1970.0,2,1.0,
3.5263605246161616,1,0,4015.76,5.139629362432539,0.8264508182122005,0.5630089209563063,40.4426834,-3.6534541,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,1,1.0,
4.762173934797756,1,0,2951.77,5.465186757133378,-0.2000048786319323,0.979794901254046,40.4649188,-3.7165189,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0.0,3,2.0,
5.41610040220442,1,1,3607.13,10.34115550410272,0.7133215926799404,0.7008368607718584,40.4818094,-3.6164188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,5,3.0,
4.356708826689592,1,0,1983.7,5.207451815016482,0.7422415225307573,-0.6701324661820403,40.3853367,-3.6579829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,2,1.0,
4.499809670330265,1,0,2578.87,5.437005859316588,0.9266626510587456,0.3758940424278864,40.4350329,-3.644171,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,2.0,
3.828641396489095,1,1,4807.69,1.888310098675976,-0.564211806172202,0.8256300853141808,40.4307266,-3.7161715,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1950.0,1,1.0,
4.605170185988092,1,0,5000.0,2.233805406782775,-0.4212882032383276,0.9069268161280828,40.4349358,-3.7147092,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0.0,3,2.0,
4.90527477843843,1,1,3152.53,7.161642056031477,0.711950110989214,0.70223004739362,40.4618893,-3.6433517,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,2010.0,2,1.0,
4.382026634673881,1,0,2284.48,3.077249515538305,-0.0601727611929589,-0.9981879776927868,40.3890429,-3.7057718,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0.0,2,1.0,
4.189654742026425,1,1,1964.55,4.420300137270225,-0.4571973277821509,-0.8893652812364897,40.3813279,-3.7274551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,2,1.0,
5.135798437050262,1,1,5000.0,3.457964164726447,0.2785112216523627,0.960432974972074,40.4466037,-3.6921892,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1970.0,4,4.0,
4.787491742782046,1,1,4548.3,3.0044248497034234,-0.2037039715145575,0.979032528565418,40.4431893,-3.7108233,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,1990.0,2,2.0,
4.795790545596741,1,1,3222.22,6.70061615516722,0.0005470930697137,0.9999998503445754,40.4770471,-3.7035391,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1990.0,3,2.0,
4.6913478822291435,1,1,2205.31,3.608253477975377,0.1005536494708289,-0.9949316376405456,40.3843762,-3.6992931,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2010.0,3,2.0,
5.0106352940962555,1,0,3163.8,5.686102535042807,0.0023756296247703,0.9999971781879616,40.4679108,-3.7034226,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,4,2.0,
,0,0,4275.46,38.5940602685916,-0.3651752446151843,-0.930938795367472,40.0931879,-3.8694095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.0,6,6.0,
4.0943445622221,1,0,2648.73,9.341628557273973,0.0783694712242205,0.9969243832809168,40.5005695,-3.6949124,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,3,1.0,
3.9889840465642745,1,1,2443.62,2.686839229246797,-0.9524516215434355,-0.3046898564430398,40.4093544,-3.7337422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,1,1.0,
3.912023005428146,1,0,5000.0,0.863813692829998,0.8716153777394535,-0.4901904051367282,40.4129024,-3.6947036,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0.0,1,1.0,
4.927253685157205,1,0,3607.13,10.34115550410272,0.7133215926799404,0.7008368607718584,40.4818094,-3.6164188,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,3,2.0,
5.003946305945459,1,0,2271.52,12.702984258834295,0.9923330482812938,-0.1235925616238915,40.4025252,-3.5550809,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0.0,3,3.0,
6.856461984594587,1,1,3810.08,3.578890992201314,-0.5398912185256344,0.8417347991849367,40.4438005,-3.7264206,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1970.0,8,11.0,
3.6888794541139363,1,0,4448.3,0.9365491307776784,0.2377621426560636,-0.9713234083041536,40.4085142,-3.7009495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2,1.0,
4.04305126783455,1,0,1886.6,8720.60397717692,-0.9128253813926506,0.4083501231607038,25.858369,-100.3741013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1.0,
4.02535169073515,1,0,1827.79,6.71619861975953,0.1780958815492608,-0.9840131386191912,40.3571948,-3.6894484,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,2,1.0,
4.634728988229636,1,1,5681.21,3.039696191418606,0.8105067096083409,0.5857293519022763,40.4326938,-3.6745087,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1990.0,3,2.0,
4.465908118654584,1,1,2081.94,4.186587399987332,0.8895877164540433,-0.4567643755089494,40.3995283,-3.6596765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0.0,3,1.0,
3.912023005428146,1,0,3972.6,2.492945899862172,0.4598307537440647,-0.8880065753760865,40.3967843,-3.6900384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,2,1.0,
4.465908118654584,1,0,5196.25,1.1121458175667125,-0.0492979572890049,0.998784116517244,40.4267079,-3.7042311,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,0.0,2,2.0,
